City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
620,Birnin Kebbi,NG,93.27,clear sky,12.4539,4.1975,Saffar Guest Inn Ltd
621,Sri Aman,MY,75.25,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
622,Acajutla,SV,85.8,clear sky,13.5928,-89.8275,Laureles
623,Palembang,ID,80.69,few clouds,-2.9167,104.7458,ASTON Palembang Hotel & Conference Center
625,Sao Jose Da Coroa Grande,BR,86.32,scattered clouds,-8.8978,-35.1478,Crôa Mares Hotel
626,Las Palmas,ES,66.99,few clouds,28.4204,-14.0131,Casillas De Morales 59.
627,Nishihara,JP,68.05,mist,26.1842,127.7558,Minshuku Agaihama
629,Grand Gaube,MU,81.0,broken clouds,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
630,Miranda,CO,73.53,overcast clouds,3.2499,-76.2281,unidiversidad organica la utopia
633,Itaituba,BR,78.96,broken clouds,-4.2761,-55.9836,Hotel Campos
636,Vallenar,CL,82.17,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
637,Maceio,BR,80.04,broken clouds,-9.6658,-35.7353,Poutur Pousada
638,Arlit,NE,83.53,clear sky,18.7369,7.3853,Case de Passage De la Prefecture
639,Esperanza,DO,84.78,clear sky,19.5847,-70.9849,Cabañas Bernard - Alojamientos Turísticos
644,Pijijiapan,MX,90.82,clear sky,15.7011,-93.23,Hotel Rosita
